tas;"	Year"; Month; Country
16,642;1991;1;IND
20,0355;1991;2;IND
24,1889;1991;3;IND
27,3531;1991;4;IND
30,2605;1991;5;IND
28,9311;1991;6;IND
27,6065;1991;7;IND
26,2556;1991;8;IND
26,4251;1991;9;IND
24,5762;1991;10;IND
20,7631;1991;11;IND
17,6094;1991;12;IND
16,8263;1992;1;IND
18,4072;1992;2;IND
24,01;1992;3;IND
27,6323;1992;4;IND
29,5222;1992;5;IND
29,7876;1992;6;IND
27,5861;1992;7;IND
26,2313;1992;8;IND
25,9002;1992;9;IND
24,6237;1992;10;IND
21,0987;1992;11;IND
17,7518;1992;12;IND
17,3253;1993;1;IND
20,1322;1993;2;IND
22,7286;1993;3;IND
27,3275;1993;4;IND
30,2263;1993;5;IND
29,9435;1993;6;IND
27,2327;1993;7;IND
26,7428;1993;8;IND
26,1197;1993;9;IND
25,069;1993;10;IND
21,4534;1993;11;IND
17,7935;1993;12;IND
17,9238;1994;1;IND
19,1701;1994;2;IND
24,8727;1994;3;IND
27,0726;1994;4;IND
30,4812;1994;5;IND
29,1086;1994;6;IND
26,485;1994;7;IND
26,2782;1994;8;IND
26,2237;1994;9;IND
24,5888;1994;10;IND
21,0012;1994;11;IND
17,6513;1994;12;IND
16,0098;1995;1;IND
19,5858;1995;2;IND
23,1747;1995;3;IND
27,3325;1995;4;IND
29,9605;1995;5;IND
30,6515;1995;6;IND
27,4612;1995;7;IND
26,7623;1995;8;IND
26,5087;1995;9;IND
25,3159;1995;10;IND
21,2798;1995;11;IND
18,3955;1995;12;IND
17,8268;1996;1;IND
20,0398;1996;2;IND
25,0059;1996;3;IND
27,717;1996;4;IND
30,309;1996;5;IND
29,4867;1996;6;IND
27,3916;1996;7;IND
26,0153;1996;8;IND
26,5663;1996;9;IND
24,4623;1996;10;IND
20,9472;1996;11;IND
17,6419;1996;12;IND
16,5397;1997;1;IND
18,7763;1997;2;IND
23,9615;1997;3;IND
26,2504;1997;4;IND
29,1176;1997;5;IND
29,0985;1997;6;IND
27,5368;1997;7;IND
26,4873;1997;8;IND
26,3174;1997;9;IND
24,1876;1997;10;IND
21,6311;1997;11;IND
17,8159;1997;12;IND
17,2569;1998;1;IND
19,8976;1998;2;IND
23,1899;1998;3;IND
28,2385;1998;4;IND
30,9067;1998;5;IND
30,2929;1998;6;IND
27,5391;1998;7;IND
27,0552;1998;8;IND
26,6861;1998;9;IND
25,5502;1998;10;IND
21,7733;1998;11;IND
17,9022;1998;12;IND
16,7506;1999;1;IND
20,5651;1999;2;IND
24,6289;1999;3;IND
28,8987;1999;4;IND
29,6425;1999;5;IND
28,8186;1999;6;IND
27,1424;1999;7;IND
26,5459;1999;8;IND
26,5159;1999;9;IND
25,1572;1999;10;IND
21,8786;1999;11;IND
18,1518;1999;12;IND
17,9382;2000;1;IND
18,8586;2000;2;IND
23,3861;2000;3;IND
28,8365;2000;4;IND
29,8966;2000;5;IND
28,6128;2000;6;IND
26,984;2000;7;IND
26,8333;2000;8;IND
26,4225;2000;9;IND
25,8498;2000;10;IND
21,9999;2000;11;IND
18,182;2000;12;IND
17,2849;2001;1;IND
20,4163;2001;2;IND
24,1784;2001;3;IND
27,715;2001;4;IND
30,2005;2001;5;IND
28,2791;2001;6;IND
26,923;2001;7;IND
26,7708;2001;8;IND
27,074;2001;9;IND
25,5072;2001;10;IND
22,0985;2001;11;IND
18,5112;2001;12;IND
17,3294;2002;1;IND
20,0054;2002;2;IND
24,6669;2002;3;IND
28,6962;2002;4;IND
30,9252;2002;5;IND
29,5176;2002;6;IND
28,2012;2002;7;IND
26,57;2002;8;IND
26,2745;2002;9;IND
25,4744;2002;10;IND
21,6335;2002;11;IND
18,9412;2002;12;IND
17,4062;2003;1;IND
20,1886;2003;2;IND
23,6891;2003;3;IND
28,6035;2003;4;IND
30,2705;2003;5;IND
30,1909;2003;6;IND
27,1453;2003;7;IND
26,7077;2003;8;IND
26,316;2003;9;IND
25,0509;2003;10;IND
21,5925;2003;11;IND
18,1746;2003;12;IND
17,1243;2004;1;IND
19,7681;2004;2;IND
25,6688;2004;3;IND
28,8608;2004;4;IND
29,9194;2004;5;IND
28,7406;2004;6;IND
27,6163;2004;7;IND
26,4105;2004;8;IND
26,8845;2004;9;IND
24,393;2004;10;IND
21,5093;2004;11;IND
18,5587;2004;12;IND
17,3341;2005;1;IND
19,8402;2005;2;IND
24,4453;2005;3;IND
27,5601;2005;4;IND
29,6286;2005;5;IND
30,3993;2005;6;IND
27,1127;2005;7;IND
26,9007;2005;8;IND
26,6121;2005;9;IND
24,7613;2005;10;IND
20,8373;2005;11;IND
17,5969;2005;12;IND
17,7795;2006;1;IND
21,7275;2006;2;IND
23,6574;2006;3;IND
27,773;2006;4;IND
30,1976;2006;5;IND
29,0772;2006;6;IND
27,2811;2006;7;IND
26,4473;2006;8;IND
26,6696;2006;9;IND
25,5761;2006;10;IND
21,9027;2006;11;IND
18,6225;2006;12;IND
17,6062;2007;1;IND
20,0309;2007;2;IND
23,6263;2007;3;IND
28,6448;2007;4;IND
30,0014;2007;5;IND
29,3996;2007;6;IND
27,4781;2007;7;IND
26,9816;2007;8;IND
26,797;2007;9;IND
24,9372;2007;10;IND
21,7167;2007;11;IND
18,2932;2007;12;IND
17,382;2008;1;IND
18,5751;2008;2;IND
24,7969;2008;3;IND
27,6182;2008;4;IND
29,8245;2008;5;IND
28,3342;2008;6;IND
27,1237;2008;7;IND
26,3982;2008;8;IND
26,4732;2008;9;IND
25,4801;2008;10;IND
22,0186;2008;11;IND
19,5262;2008;12;IND
18,6935;2009;1;IND
21,3556;2009;2;IND
24,8618;2009;3;IND
28,7196;2009;4;IND
30,542;2009;5;IND
30,2758;2009;6;IND
27,6575;2009;7;IND
27,4751;2009;8;IND
26,954;2009;9;IND
25,0814;2009;10;IND
21,8254;2009;11;IND
18,8623;2009;12;IND
17,1528;2010;1;IND
20,569;2010;2;IND
26,0479;2010;3;IND
29,9188;2010;4;IND
30,9367;2010;5;IND
29,9059;2010;6;IND
27,6628;2010;7;IND
27,0722;2010;8;IND
26,552;2010;9;IND
25,6958;2010;10;IND
22,5287;2010;11;IND
17,7485;2010;12;IND
16,5939;2011;1;IND
19,9479;2011;2;IND
24,4743;2011;3;IND
27,3541;2011;4;IND
30,2931;2011;5;IND
29,044;2011;6;IND
27,4064;2011;7;IND
26,763;2011;8;IND
26,4944;2011;9;IND
25,5285;2011;10;IND
22,1691;2011;11;IND
18,5152;2011;12;IND
16,7365;2012;1;IND
19,5329;2012;2;IND
24,0837;2012;3;IND
28,0281;2012;4;IND
30,5945;2012;5;IND
30,3765;2012;6;IND
27,6659;2012;7;IND
26,5802;2012;8;IND
26,5004;2012;9;IND
24,7544;2012;10;IND
21,038;2012;11;IND
18,4889;2012;12;IND
17,0686;2013;1;IND
19,7613;2013;2;IND
24,3788;2013;3;IND
27,8826;2013;4;IND
30,8022;2013;5;IND
28,6156;2013;6;IND
26,9224;2013;7;IND
26,3956;2013;8;IND
26,8396;2013;9;IND
25,1562;2013;10;IND
20,9762;2013;11;IND
18,0772;2013;12;IND
17,1987;2014;1;IND
19,0067;2014;2;IND
23,3757;2014;3;IND
27,9459;2014;4;IND
29,5535;2014;5;IND
30,6068;2014;6;IND
27,893;2014;7;IND
27,2546;2014;8;IND
26,5108;2014;9;IND
25,3791;2014;10;IND
21,9367;2014;11;IND
17,7494;2014;12;IND
16,6115;2015;1;IND
20,2522;2015;2;IND
23,3404;2015;3;IND
27,162;2015;4;IND
30,6121;2015;5;IND
29,1138;2015;6;IND
27,5206;2015;7;IND
27,0912;2015;8;IND
27,2284;2015;9;IND
25,9414;2015;10;IND
22,3532;2015;11;IND
18,6159;2015;12;IND
